11/8/2017,11/11/2017,Second Class,Claire Gute,Consumer,United States,Henderson,Kentucky,South,Furniture,Bookcases,Bush Somerset Collection Bookcase,261.96,2,0,41.9136
11/8/2017,11/11/2017,Second Class,Claire Gute,Consumer,United States,Henderson,Kentucky,South,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.94,3,0,219.582
10/11/2016,10/18/2016,Standard Class,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,South,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,957.5775,5,0.45,-383.031
6/9/2015,6/14/2015,Standard Class,Brosina Hoffman,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",48.86,7,0,14.1694
6/9/2015,6/14/2015,Standard Class,Brosina Hoffman,Consumer,United States,Los Angeles,California,West,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.184,9,0.2,85.3092
7/16/2018,7/18/2018,Second Class,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,0.3,-1.0196
9/25/2016,9/30/2016,Standard Class,Emily Burns,Consumer,United States,Orem,Utah,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0,240.2649
9/17/2016,9/21/2016,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522
9/17/2016,9/21/2016,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,15.525
12/8/2017,12/10/2017,First Class,Gene Hale,Corporate,United States,Richardson,Texas,Central,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963
12/27/2016,12/31/2016,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764
12/27/2016,12/31/2016,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147
4/18/2016,4/22/2016,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0,2.9568
4/18/2016,4/22/2016,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0,17.0981
6/17/2017,6/18/2017,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098
11/24/2016,11/30/2016,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0,22.3328
4/30/2016,5/5/2016,Standard Class,Paul Stevenson,Home Office,United States,Chicago,Illinois,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225
4/26/2016,5/2/2016,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912
4/26/2016,5/2/2016,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213
12/9/2018,12/11/2018,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248
11/26/2015,12/1/2015,Second Class,Joel Eaton,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475
5/28/2018,5/30/2018,Second Class,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,South,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0,33.2156
1/31/2016,2/5/2016,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0,16.5354
11/9/2018,11/11/2018,Second Class,Parhena Norris,Home Office,United States,New York City,New York,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0,40.5426
11/13/2016,11/17/2016,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
12/25/2018,12/30/2018,Standard Class,Cynthia Voltz,Corporate,United States,New York City,New York,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0,10.9096
3/2/2016,3/6/2016,Standard Class,Dave Kipp,Consumer,United States,Seattle,Washington,West,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0,165.3813
6/12/2017,6/15/2017,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0,18.3456
12/26/2015,12/28/2015,Second Class,Alan Dominguez,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794
9/20/2015,9/25/2015,Standard Class,Philip Fox,Consumer,United States,Bloomington,Illinois,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682
11/6/2017,11/10/2017,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602
11/6/2017,11/10/2017,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,26.2416
10/13/2017,10/19/2017,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0,20.6976
9/5/2017,9/7/2017,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
10/22/2015,10/28/2015,Standard Class,Maureen Gastineau,Home Office,United States,Newark,Ohio,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.9096
12/5/2017,12/9/2017,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0,585.552
3/1/2015,3/6/2015,Second Class,Dave Brooks,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2,0.2,51.4764
